index,word,pinyin,origin
1201,及时,jí shí,
1202,良好,liáng hǎo,
1203,各国,gè guó,
1204,专,zhuān,
1205,普遍,pǔ biàn,佛源
1206,损失,sǔn shī,
1207,团结,tuán jié,
1208,梦,mèng,
1209,姑娘,gū niang,
1210,需,xū,
1211,死亡,sǐ wáng,
1212,毕业,bì yè,
1213,倒,dǎo,
1214,室,shì,
1215,比如,bǐ rú,
1216,名字,míng zi,
1217,职业,zhí yè,日源
1218,角,jiǎo,
1219,杀,shā,
1220,从而,cóng ér,
1221,应,yīng,
1222,刺,cì,
1223,般,bān,
1224,油,yóu,
1225,制定,zhì dìng,
1226,华,huá / huà / huā,
1227,校,xiào,
1228,互相,hù xiāng,
1229,上来,shàng lái,
1230,加上,jiā shàng,
1231,参与,cān yù,
1232,苦,kǔ,
1233,男子,nán zǐ,
1234,面积,miàn jī,
1235,直到,zhí dào,
1236,出去,chū qù,
1237,符合,fú hé,
1238,本来,běn lái,佛源
1239,架,jià,
1240,身边,shēn biān,
1241,幸福,xìng fú,
1242,确实,què shí,
1243,状况,zhuàng kuàng,
1244,空间,kōng jiān,
1245,都,dū / dōu,
1246,逐渐,zhú jiàn,
1247,推动,tuī dòng,
1248,犯罪,fàn zuì,
1249,美元,měi yuán,
1250,打击,dǎ jī,
1251,危险,wēi xiǎn,
1252,说话,shuō huà,
1253,表演,biǎo yǎn,
1254,报纸,bào zhǐ,
1255,公开,gōng kāi,
1256,显示,xiǎn shì,
1257,州,zhōu,
1258,采用,cǎi yòng,
1259,最终,zuì zhōng,
1260,运用,yùn yòng,
1261,久,jiǔ,
1262,委员,wěi yuán,
1263,亦,yì,
1264,商品,shāng pǐn,
1265,规律,guī lǜ,
1266,观察,guān chá,
1267,鼓励,gǔ lì,
1268,局,jú,
1269,优势,yōu shì,日源
1270,体育,tǐ yù,
1271,大力,dà lì,
1272,自我,zì wǒ,日源
1273,不管,bù guǎn,
1274,马上,mǎ shàng,
1275,走向,zǒu xiàng,日源
1276,西方,xī fāng,
1277,合同,hé tong,
1278,空气,kōng qì,
1279,为,wèi,
1280,各个,gè gè,
1281,周围,zhōu wéi,
1282,商业,shāng yè,
1283,负,fù,
1284,古,gǔ,
1285,打开,dǎ kāi,
1286,太阳,tài yang,
1287,选,xuǎn,
1288,特色,tè sè,
1289,内部,nèi bù,
1290,接着,jiē zhe,
1291,夫人,fū ren,
1292,石,shí,
1293,给予,jǐ yǔ,
1294,亲,qīn / qìng,
1295,居民,jū mín,
1296,亮,liàng,
1297,不久,bù jiǔ,
1298,故事,gù shi,
1299,顶,dǐng,
1300,差,chā,
1301,维护,wéi hù,
1302,似,sì / shì,
1303,本身,běn shēn,佛源
1304,规模,guī mó,
1305,权力,quán lì,
1306,领,lǐng,
1307,文件,wén jiàn,
1308,吨,dūn,外来
1309,创,chuàng,
1310,阳光,yáng guāng,
1311,分配,fēn pèi,
1312,雨,yǔ / yù,
1313,加快,jiā kuài,
1314,整个,zhěng gè,
1315,田,tián,
1316,社,shè,
1317,综合,zōng hé,日源
1318,南京,nán jīng,
1319,硬,yìng,
1320,印,yìn,
1321,国务院,guó wù yuàn,
1322,铁路,tiě lù,
1323,拥有,yōng yǒu,
1324,标题,biāo tí,
1325,到底,dào dǐ,
1326,平均,píng jūn,
1327,实在,shí zài,佛源
1328,附,fù,
1329,公路,gōng lù,
1330,泥,ní,
1331,居,jū,
1332,致,zhì,
1333,供,gōng,
1334,中间,zhōng jiān,
1335,运,yùn,
1336,必,bì,外来
1337,制造,zhì zào,
1338,方便,fāng biàn,佛源
1339,例,lì,
1340,应用,yìng yòng,
1341,曾,céng,
1342,热烈,rè liè,
1343,落实,luò shí,
1344,保障,bǎo zhàng,
1345,彻底,chè dǐ,
1346,素质,sù zhì,
1347,成员,chéng yuán,
1348,创新,chuàng xīn,
1349,得了,dé le,
1350,贯彻,guàn chè,
1351,任,rèn,
1352,局面,jú miàn,
1353,观点,guān diǎn,
1354,象,xiàng,
1355,美丽,měi lì,
1356,电子,diàn zǐ,
1357,方案,fāng àn,
1358,功能,gōng néng,
1359,懂,dǒng,
1360,成就,chéng jiù,
1361,忘,wàng,
1362,服,fú,
1363,增强,zēng qiáng,
1364,降,jiàng,
1365,胜,shèng,
1366,机制,jī zhì,
1367,对方,duì fāng,
1368,公里,gōng lǐ,
1369,长,cháng,
1370,呀,ya,
1371,上面,shàng miàn,佛源
1372,全体,quán tǐ,佛源
1373,再次,zài cì,
1374,反应,fǎn yìng,
1375,因而,yīn ér,
1376,铁,tiě,
1377,推进,tuī jìn,
1378,民间,mín jiān,
1379,客人,kè rén,
1380,坏,huài,
1381,阿,ā / ē,外来
1382,享受,xiǎng shòu,
1383,地,de,佛源
1384,印度,yìn dù,外来
1385,消费,xiāo fèi,
1386,广州,guǎng zhōu,
1387,意,yì,
1388,准,zhǔn,
1389,归,guī,
1390,照,zhào,
1391,那时,nà shí,
1392,幅,fú,
1393,吸引,xī yǐn,
1394,完善,wán shàn,
1395,行业,háng yè,
1396,改善,gǎi shàn,
1397,某些,mǒu xiē,
1398,引,yǐn,
1399,情绪,qíng xù,
1400,党员,dǎng yuán,
1401,尊重,zūn zhòng,
1402,盖,gài / gě / hé,
1403,感受,gǎn shòu,
1404,墙,qiáng,
1405,喷,pēn,
1406,为主,wéi zhǔ,
1407,响,xiǎng,
1408,获,huò,
1409,洗,xǐ,
1410,校长,xiào zhǎng,
1411,巴,bā,外来
1412,亲自,qīn zì,
1413,功,gōng,
1414,只好,zhǐ hǎo,
1415,啦,la,
1416,紧,jǐn,
1417,自觉,zì jué,日源
1418,争,zhēng,
1419,构成,gòu chéng,
1420,规划,guī huà,
1421,处于,chǔ yú,
1422,杨,yáng,
1423,战斗,zhàn dòu,
1424,通,tōng,
1425,世,shì,
1426,敌人,dí rén,
1427,眼前,yǎn qián,
1428,典型,diǎn xíng,
1429,店,diàn,
1430,广,guǎng / ān / yǎn,
1431,逐步,zhú bù,
1432,把握,bǎ wò,
1433,词,cí,
1434,一部分,yī bù fen,
1435,错,cuò,
1436,探索,tàn suǒ,
1437,玩,wán,
1438,一旦,yī dàn,
1439,生存,shēng cún,
1440,感,gǎn,
1441,房子,fáng zi,
1442,切,qiē,
1443,访问,fǎng wèn,
1444,展开,zhǎn kāi,佛源;日源
1445,之外,zhī wài,
1446,加以,jiā yǐ,
1447,关注,guān zhù,
1448,读书,dú shū,
1449,方针,fāng zhēn,
1450,早已,zǎo yǐ,
1451,有着,yǒu zhe,
1452,一半,yī bàn,
1453,西部,xī bù,
1454,规范,guī fàn,
1455,绿色,lǜ sè,
1456,一面,yī miàn,
1457,落,luò,
1458,相对,xiāng duì,
1459,舞台,wǔ tái,
1460,理由,lǐ yóu,
1461,将,jiāng,
1462,案件,àn jiàn,
1463,冲突,chōng tū,
1464,主义,zhǔ yì,日源
1465,命运,mìng yùn,
1466,集团,jí tuán,
1467,举,jǔ,
1468,有力,yǒu lì,
1469,须,xū,
1470,里面,lǐ miàn,
1471,压力,yā lì,
1472,圈,quān,
1473,生态,shēng tài,
1474,中学,zhōng xué,
1475,广东,guǎng dōng,
1476,烟,yān,
1477,翻,fān,
1478,罪,zuì,
1479,足,zú,
1480,仿佛,fǎng fú,
1481,听说,tīng shuō,
1482,纸,zhǐ,
1483,采访,cǎi fǎng,
1484,处,chù,
1485,依法,yī fǎ,
1486,年龄,nián líng,
1487,相关,xiāng guān,
1488,国外,guó wài,
1489,小学,xiǎo xué,
1490,谈话,tán huà,
1491,抱,bào,
1492,饭,fàn,
1493,投,tóu,
1494,停止,tíng zhǐ,
1495,绝对,jué duì,佛源
1496,加工,jiā gōng,
1497,协调,xié tiáo,
1498,转变,zhuǎn biàn,
1499,评价,píng jià,
1500,电脑,diàn nǎo,
1501,右,yòu,
1502,腿,tuǐ,
1503,目光,mù guāng,
1504,修,xiū,
1505,颇,pō,
1506,小组,xiǎo zǔ,
1507,治疗,zhì liáo,
1508,大约,dà yuē,
1509,持续,chí xù,
1510,显然,xiǎn rán,
1511,吹,chuī,
1512,昨天,zuó tiān,
1513,心情,xīn qíng,
1514,页,yè,
1515,答,dá / dā,
1516,面临,miàn lín,佛源
1517,总结,zǒng jié,
1518,百姓,bǎi xìng,
1519,秩序,zhì xù,日源
1520,肉,ròu,
1521,春,chūn,
1522,密切,mì qiè,
1523,科,kē,
1524,导致,dǎo zhì,
1525,今日,jīn rì,
1526,道理,dào li,
1527,各自,gè zì,
1528,左,zuǒ,
1529,统计,tǒng jì,
1530,连续,lián xù,
1531,赴,fù,
1532,系,xì,
1533,基地,jī dì,
1534,长,zhǎng,
1535,细,xì,
1536,马克思主义,mǎ kè sī zhǔ yì,
1537,寻找,xún zhǎo,
1538,批准,pī zhǔn,
1539,武器,wǔ qì,
1540,客观,kè guān,
1541,表达,biǎo dá,
1542,含,hán,
1543,考察,kǎo chá,
1544,限制,xiàn zhì,
1545,照片,zhào piàn,
1546,学术,xué shù,
1547,款,kuǎn,
1548,山东,shān dōng,
1549,整体,zhěng tǐ,
1550,大学生,dà xué shēng,
1551,需求,xū qiú,
1552,大陆,dà lù,
1553,大事,dà shì,
1554,国民经济,guó mín jīng jì,
1555,睡,shuì,
1556,衣服,yī fu,
1557,尚未,shàng wèi,
1558,贸易,mào yì,
1559,旅游,lǚ yóu,
1560,值,zhí,
1561,车,chē,
1562,街,jiē,
1563,演员,yǎn yuán,
1564,商,shāng,
1565,拒绝,jù jué,
1566,设施,shè shī,
1567,压,yā,
1568,下降,xià jiàng,
1569,担心,dān xīn,
1570,究竟,jiū jìng,
1571,程序,chéng xù,
1572,数量,shù liàng,
1573,赵,zhào,
1574,东西,dōng xi,
1575,故,gù,
1576,爸爸,bà ba,
1577,高级,gāo jí,
1578,堆,duī,
1579,血,xuè,
1580,顺利,shùn lì,
1581,放心,fàng xīn,
1582,乘,chéng / shèng,
1583,令,lìng,外来
1584,多种,duō zhǒng,
1585,志愿者,zhì yuàn zhě,
1586,模式,mó shì,
1587,应,yìng,
1588,势力,shì li,
1589,生物,shēng wù,
1590,闹,nào,
1591,性质,xìng zhì,
1592,球,qiú,
1593,好像,hǎo xiàng,
1594,配合,pèi hé,
1595,党委,dǎng wěi,
1596,区域,qū yù,
1597,朱,zhū,
1598,引导,yǐn dǎo,
1599,牌,pái,
1600,金融,jīn róng,
1601,贷款,dài kuǎn,
1602,销售,xiāo shòu,
1603,公共,gōng gòng,
1604,主体,zhǔ tǐ,日源
1605,感谢,gǎn xiè,
1606,东北,dōng běi,
1607,番,fān / pān,
1608,俱,jù,
1609,亚洲,yà zhōu,
1610,相同,xiāng tóng,
1611,宁,nìng,
1612,具,jù,
1613,河南,hé nán,
1614,严肃,yán sù,
1615,龙,lóng,
1616,上述,shàng shù,
1617,担任,dān rèn,
1618,污染,wū rǎn,
1619,喊,hǎn,
1620,至于,zhì yú,
1621,成熟,chéng shú,
1622,痛苦,tòng kǔ,
1623,地下,dì xià,
1624,哭,kū,
1625,票,piào,
1626,遍,biàn,
1627,决心,jué xīn,
1628,易,yì,
1629,嘴,zuǐ,
1630,别的,bié de,
1631,将来,jiāng lái,
1632,路线,lù xiàn,
1633,不得不,bù dé bù,
1634,折,zhé,
1635,主题,zhǔ tí,日源
1636,举办,jǔ bàn,
1637,炮,pào,
1638,防,fáng,
1639,降低,jiàng dī,
1640,用于,yòng yú,
1641,森林,sēn lín,
1642,是不是,shì bù shì,
1643,此时,cǐ shí,
1644,承担,chéng dān,
1645,特,tè,
1646,博士,bó shì,佛源
1647,今,jīn,
1648,落后,luò hòu,
1649,人士,rén shì,
1650,动作,dòng zuò,
1651,科研,kē yán,
1652,安,ān,外来
1653,查,chá / zhā,
1654,作风,zuò fēng,日源
1655,欲,yù,佛源
1656,得,de,
1657,大型,dà xíng,
1658,尽,jìn,
1659,主持,zhǔ chí,佛源
1660,桥,qiáo,
1661,看,kàn,
1662,床,chuáng,
1663,争取,zhēng qǔ,
1664,伤,shāng,
1665,结果,jié guǒ,
1666,吃饭,chī fàn,
1667,全球,quán qiú,
1668,运输,yùn shū,
1669,宽,kuān,
1670,协议,xié yì,
1671,法院,fǎ yuàn,
1672,成本,chéng běn,
1673,当代,dāng dài,
1674,日期,rì qī,
1675,行,xíng,
1676,标志,biāo zhì,
1677,天下,tiān xià,
1678,抢,qiǎng / qiāng / chēng,
1679,薄,báo,
1680,吴,wú,
1681,食品,shí pǐn,
1682,警察,jǐng chá,
1683,培训,péi xùn,
1684,决策,jué cè,
1685,避免,bì miǎn,
1686,核心,hé xīn,
1687,接触,jiē chù,
1688,依靠,yī kào,
1689,想象,xiǎng xiàng,
1690,友好,yǒu hǎo,
1691,老板,lǎo bǎn,
1692,似的,shì de,
1693,并非,bìng fēi,
1694,炸,zhà,
1695,色,sè  / shǎi,佛源
1696,允许,yǔn xǔ,
1697,一生,yī shēng,
1698,基层,jī céng,
1699,印象,yìn xiàng,佛源
1700,推广,tuī guǎng,
1701,节目,jié mù,
1702,啥,shá,
1703,追,zhuī / duī,
1704,戴,dài,
1705,背,bèi,
1706,突破,tū pò,
1707,转移,zhuǎn yí,
1708,奋斗,fèn dòu,
1709,时刻,shí kè,
1710,情感,qíng gǎn,
1711,呢,ní / ne,
1712,多么,duō me,
1713,现场,xiàn chǎng,
1714,足球,zú qiú,
1715,思考,sī kǎo,
1716,冷,lěng,
1717,末,mò,
1718,整,zhěng,
1719,利,lì,
1720,大小,dà xiǎo,
1721,平衡,píng héng,
1722,国有,guó yǒu,
1723,出席,chū xí,
1724,富,fù,
1725,补,bǔ,
1726,熟悉,shú xī,
1727,医疗,yī liáo,
1728,公民,gōng mín,
1729,涉及,shè jí,
1730,界,jiè,
1731,资格,zī gé,日源
1732,乐,lè,
1733,正文,zhèng wén,
1734,距离,jù lí,
1735,老百姓,lǎo bǎi xìng,
1736,交换,jiāo huàn,
1737,卡,kǎ,外来
1738,激动,jī dòng,
1739,烧,shāo,
1740,熟,shú,
1741,否则,fǒu zé,
1742,保险,bǎo xiǎn,
1743,担,dān,
1744,长江,cháng jiāng,
1745,端,duān,
1746,意思,yì si,
1747,财产,cái chǎn,
1748,凡,fán,
1749,能源,néng yuán,
1750,趋势,qū shì,
1751,上升,shàng shēng,
1752,记得,jì de,
1753,纪念,jì niàn,
1754,计,jì,
1755,市场经济,shì chǎng jīng jì,
1756,法制,fǎ zhì,
1757,奖,jiǎng,
1758,亲切,qīn qiè,佛源
1759,超,chāo,
1760,狗,gǒu,
1761,不错,bù cuò,
1762,俄罗斯,é luó sī,外来
1763,运行,yùn xíng,
1764,一方面,yī fāng miàn,
1765,饮,yǐn,
1766,负责人,fù zé rén,
1767,日益,rì yì,
1768,义务,yì wù,
1769,比例,bǐ lì,
1770,生产力,shēng chǎn lì,
1771,休息,xiū xi,
1772,叶,yè  / xié,
1773,游,yóu,
1774,办事,bàn shì,
1775,试验,shì yàn,
1776,品种,pǐn zhǒng,
1777,的确,dí què,
1778,患者,huàn zhě,
1779,考试,kǎo shì,
1780,数字,shù zì,
1781,武装,wǔ zhuāng,
1782,枪,qiāng,
1783,几,jǐ,
1784,选举,xuǎn jǔ,
1785,羊,yáng,
1786,设立,shè lì,
1787,费用,fèi yòng,
1788,针对,zhēn duì,
1789,进展,jìn zhǎn,
1790,街道,jiē dào,
1791,兴趣,xìng qù,
1792,平等,píng děng,佛源
1793,资本,zī běn,日源
1794,经理,jīng lǐ,
1795,地球,dì qiú,
1796,相比,xiāng bǐ,
1797,数,shù,
1798,重庆,chóng qìng,
1799,犯,fàn,
1800,改进,gǎi jìn,
1801,办理,bàn lǐ,
1802,顿,dùn,
1803,样子,yàng zi,佛源
1804,多次,duō cì,
1805,营,yíng,
1806,咱们,zán men,
1807,挑战,tiǎo zhàn,
1808,少,shǎo,
1809,登,dēng,
1810,切实,qiè shí,
1811,科学家,kē xué jiā,
1812,试,shì,
1813,大地,dà dì,
1814,从此,cóng cǐ,
1815,够,gòu,
1816,中的,zhòng dì,
1817,复,fù,
1818,前面,qián miàn,
1819,一阵,yī zhèn,
1820,女人,nǚ rén,
1821,威胁,wēi xié,
1822,系列,xì liè,
1823,事故,shì gù,
1824,从来,cóng lái,
1825,深深,shēn shēn,
1826,修改,xiū gǎi,
1827,即将,jí jiāng,
1828,人家,rén jia,
1829,香,xiāng,佛源
1830,背景,bèi jǐng,
1831,四川,sì chuān,
1832,计算机,jì suàn jī,
1833,作战,zuò zhàn,
1834,美好,měi hǎo,
1835,命令,mìng lìng,
1836,引进,yǐn jìn,
1837,戏剧,xì jù,
1838,党中央,dǎng zhōng yāng,
1839,朝鲜,cháo xiǎn,
1840,实验,shí yàn,
1841,法规,fǎ guī,
1842,题,tí,
1843,官员,guān yuán,
1844,质,zhì,
1845,造,zào,
1846,环,huán,
1847,首都,shǒu dū,
1848,数据,shù jù,
1849,效益,xiào yì,
1850,信心,xìn xīn,
1851,传播,chuán bō,
1852,强大,qiáng dà,
1853,工具,gōng jù,
1854,进程,jìn chéng,
1855,处,chǔ,
1856,穷,qióng,
1857,气氛,qì fēn,
1858,石油,shí yóu,外来
1859,效率,xiào lǜ,
1860,防止,fáng zhǐ,
1861,海洋,hǎi yáng,
1862,食,shí / sì / yì,
1863,非洲,fēi zhōu,
1864,加大,jiā dà,
1865,特征,tè zhēng,
1866,所在,suǒ zài,
1867,女士,nǚ shì,
1868,用户,yòng hù,
1869,激烈,jī liè,
1870,执法,zhí fǎ,
1871,贫困,pín kùn,
1872,地上,dì shang,
1873,视,shì,
1874,喜,xǐ,
1875,使得,shǐ de,
1876,北方,běi fāng,
1877,宪法,xiàn fǎ,
1878,友谊,yǒu yì,
1879,依据,yī jù,
1880,相应,xiāng yìng,佛源
1881,鸡,jī,
1882,联合国,lián hé guó,
1883,回去,huí qu,
1884,显著,xiǎn zhù,
1885,黄河,huáng hé,
1886,快速,kuài sù,
1887,忘记,wàng jì,
1888,失败,shī bài,
1889,小姐,xiǎo jie,
1890,猪,zhū,
1891,对待,duì dài,
1892,持,chí,
1893,负担,fù dān,
1894,青,qīng,
1895,风格,fēng gé,
1896,摄,shè,
1897,皆,jiē,
1898,繁荣,fán róng,
1899,棵,kē,
1900,更为,gèng wéi,
1901,就业,jiù yè,
1902,将军,jiāng jūn,
1903,列,liè,
1904,地,dì,佛源
1905,土地,tǔ dì,
1906,情形,qíng xing,
1907,旁,páng,
1908,前来,qián lái,佛源
1909,克,kè,外来
1910,例如,lì rú,
1911,会见,huì jiàn,
1912,推出,tuī chū,
1913,替,tì,
1914,后面,hòu mian,
1915,兴奋,xīng fèn,
1916,申请,shēn qǐng,
1917,湖,hú,
1918,才能,cái néng,
1919,贴,tiē,外来
1920,板,bǎn,
1921,仪式,yí shì,
1922,咱,zá  / zán / zan,
1923,理,lǐ,
1924,妻子,qī zǐ,
1925,结婚,jié hūn,
1926,看法,kàn fǎ,
1927,立场,lì chǎng,外来
1928,角度,jiǎo dù,
1929,日前,rì qián,佛源
1930,职务,zhí wù,
1931,交给,jiāo gěi,
1932,实力,shí lì,
1933,救,jiù,
1934,准确,zhǔn què,
1935,吧,bā  / ba,
1936,布,bù,
1937,成长,chéng zhǎng,
1938,凭,píng,
1939,俄,é,
1940,春节,chūn jié,
1941,跟着,gēn zhe,
1942,产,chǎn,
1943,众,zhòng,
1944,姓,xìng,
1945,盘,pán,
1946,带领,dài lǐng,
1947,枚,méi,
1948,赶,gǎn,
1949,软件,ruǎn jiàn,
1950,甚,shèn shén,
1951,家长,jiā zhǎng,
1952,临时,lín shí,
1953,邀请,yāo qǐng,
1954,发言,fā yán,
1955,谋,móu,
1956,以外,yǐ wài,
1957,巩固,gǒng gù,
1958,划,huá,
1959,立法,lì fǎ,
1960,感动,gǎn dòng,
1961,树立,shù lì,
1962,渐渐,jiàn jiàn,
1963,形,xíng,
1964,途径,tú jìng,
1965,交往,jiāo wǎng,
1966,灯,dēng,佛源
1967,园,yuán,
1968,周年,zhōu nián,
1969,守,shǒu,
1970,阴,yīn,
1971,围,wéi,
1972,风险,fēng xiǎn,
1973,牺牲,xī shēng,
1974,忽然,hū rán,
1975,市民,shì mín,
1976,疾病,jí bìng,
1977,本质,běn zhì,
1978,发达,fā dá,
1979,律师,lǜ shī,佛源
1980,白天,bái tiān,
1981,接近,jiē jìn,
1982,团体,tuán tǐ,
1983,围绕,wéi rào,佛源
1984,这儿,zhèr,
1985,人数,rén shù,
1986,善,shàn,
1987,村民,cūn mín,
1988,刀,dāo,
1989,媒体,méi tǐ,
1990,中华,zhōng huá,
1991,层次,céng cì,
1992,门口,mén kǒu,
1993,挖,wā,
1994,完整,wán zhěng,
1995,收到,shōu dào,
1996,解,jiě,
1997,大多数,dà duō shù,
1998,许,xǔ,
1999,少年,shào nián,
2000,指标,zhǐ biāo,日源
2001,计算,jì suàn,
2002,爱情,ài qíng,佛源
2003,多数,duō shù,
2004,呈,chéng,
2005,妈,mā,
2006,相,xiàng,
2007,治理,zhì lǐ,
2008,放弃,fàng qì,
2009,星,xīng,
2010,两岸,liǎng àn,
2011,工厂,gōng chǎng,
2012,不必,bù bì,
2013,摸,mō,
2014,通信,tōng xìn,
2015,上去,shàng qù,
2016,随后,suí hòu,
2017,胡,hú,
2018,公斤,gōng jīn,
2019,爬,pá,
2020,尽快,jǐn kuài,
2021,确保,què bǎo,
2022,基金,jī jīn,
2023,雪,xuě,
2024,一会儿,yī huìr,
2025,挺,tǐng,
2026,心灵,xīn líng,佛源
2027,散,sàn,
2028,气候,qì hòu,
2029,少数,shǎo shù,
2030,岗位,gǎng wèi,
2031,思维,sī wéi,
2032,初步,chū bù,
2033,供应,gōng yìng,
2034,记录,jì lù,
2035,到处,dào chù,
2036,反而,fǎn ér,
2037,诗人,shī rén,
2038,做法,zuò fǎ,
2039,注重,zhù zhòng,
2040,冠,guàn,
2041,大概,dà gài,
2042,农民工,nóng mín gōng,
2043,动力,dòng lì,
2044,交易,jiāo yì,
2045,茶,chá,
2046,恐怕,kǒng pà,
2047,青少年,qīng shào nián,
2048,红色,hóng sè,
2049,参观,cān guān,
2050,院长,yuàn zhǎng,日源
2051,力度,lì dù,
2052,公布,gōng bù,
2053,外交,wài jiāo,
2054,维持,wéi chí,
2055,一时,yī shí,
2056,发行,fā xíng,佛源
2057,施工,shī gōng,
2058,伊,yī,
2059,反复,fǎn fù,
2060,众多,zhòng duō,
2061,甲,jiǎ,
2062,粮,liáng,
2063,沟,gōu,
2064,防治,fáng zhì,
2065,圆,yuán,
2066,并未,bìng wèi,
2067,斤,jīn,
2068,远远,yuǎn yuǎn,
2069,声明,shēng míng,
2070,西藏,xī zàng,
2071,怪,guài,
2072,煤,méi,
2073,依,yī,
2074,违法,wéi fǎ,
2075,协会,xié huì,
2076,购买,gòu mǎi,
2077,信任,xìn rèn,
2078,钻,zuān,
2079,性格,xìng gé,
2080,招,zhāo,
2081,冠军,guàn jūn,
2082,核,hé,
2083,平时,píng shí,
2084,浙江,zhè jiāng,
2085,夹,jiā,
2086,主人,zhǔ rén,
2087,存,cún,
2088,男女,nán nǚ,
2089,讯,xùn,
2090,深化,shēn huà,
2091,司法,sī fǎ,
2092,部署,bù shǔ,
2093,总体,zǒng tǐ,日源
2094,裁,zài,
2095,国民,guó mín,
2096,转化,zhuǎn huà,
2097,立刻,lì kè,
